Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
A Study on the Efficacy and Safety of Egg Yolk Antibody in Adjuvant Treatment of Helicobacter Pylori Infection,"","Helicobacter pylori is an important pathogenic factor for gastrointestinal diseases such as gastritis, peptic ulcer, gastric mucosa-associated lymphoid tissue lymphoma and gastric cancer.However, with the increasing use of antibiotics, antibiotic resistance of Helicobacter pylori continues to rise. In this study, we used egg yolk antibody combined with bismuth quadruple therapy to treat patients with Helicobacter pylori infection, and observed the eradication rate of Helicobacter pylori, the relief of clinical symptoms and the incidence of adverse reactions.",2022,,,,,,NCT05410223,https://clinicaltrials.gov/study/NCT05410223,943,#32974,,"",""
"A Non-randomized, Non-Interventional, Prospective, Multicenter, Post Marketing Surveillance Study to Assess the Antibacterial Effectiveness and Safety of 0.5% Moxifloxacin Hydrochloride Ophthalmic Solution in Perioperative (Preoperative and Postoperative)","","This is a non-interventional, uncontrolled, prospective, multicenter, post marketing surveillance study.",2022,,,,,,NCT05413980,https://clinicaltrials.gov/study/NCT05413980,826,#32975,,"",""
An Observational Study to Evaluate the Effectiveness and Safety of the Treatment of Tamsulosin in Korean Adult Males Diagnosed With Benign Prostatic Hyperplasia,"","Brief Summary In this study, BPH patients visited the institutions during the study period and the effectiveness and safety of the treatment of Tamsulosin(Hanmi Tams® Capsule) in real-practice. During the routine medical visit, according to the investigator's judgment, with diagnosis that the Tamsulosin prescription is appropriate, and after deciding to start treatment, patients with BPH who agreed to participate in the study were administered Tamsulosin. As this study is a non-interventional observational study, all subjects received prescriptions according to the routine treatment procedure, and there were no visits or procedures required according to the observational study protocol. Detailed Description This study is a multicenter, prospective, non-interventional, observational study of men administering Tamsulosin(Hanmi Tams® Capsule) to treat BPH. Data will be collected from patients receiving routine treatment at hospitals in South Korea. Each subject visit the institution according to the protocol that designed the follow-up visits for six months to examine the effectiveness and safety of Tamsulosin. This study will approved by the institutions' IRBs and is in compliance with clinical research ethics regulations.",2022,,clinicaltrials.gov,,,,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT05422677&from=exporthttps://clinicaltrials.gov/study/NCT05422677,1735,#32976,,"",""
The INSPIRE-ASP Trial (INtelligent Stewardship Prompts to Improve Real-Time Empiric Antibiotic Selection for Patients) for Abdominal (ABD) Infections,"","The INSPIRE Abdominal Infection Trial is a cluster-randomized controlled trial of HCA Healthcare hospitals comparing routine empiric antibiotic stewardship practices with real-time, precision medicine computerized physician order entry (CPOE) smart prompts providing the probability that a non-critically ill adult admitted with abdominal infection is infected with a resistant pathogen.Note: enrolled ""subjects"" represent 102 individual HCA Healthcare hospitals that have been randomized into 92 clusters. Hospitals were grouped into the same randomization cluster if they shared campuses or antibiotic stewardship staff.",2022,,,,,,NCT05423743,https://clinicaltrials.gov/study/NCT05423743,624,#32977,,"",""
The INSPIRE-ASP Trial (INtelligent Stewardship Prompts to Improve Real-Time Empiric Antibiotic Selection for Patients) for Skin and Soft Tissue (SST) Infections,"","The INSPIRE Skin and Soft Tissue Infection trial is a cluster-randomized controlled trial of HCA Healthcare hospitals comparing routine empiric antibiotic stewardship practices with real-time, precision medicine computerized physician order entry (CPOE) smart prompts providing the probability that a non-critically ill adult admitted with skin and soft tissue infection is infected with a resistant pathogen.Note: enrolled ""subjects"" represent 102 individual HCA Healthcare hospitals that have been randomized into 92 clusters. Hospitals were grouped into the same randomization cluster if they shared campuses or antibiotic stewardship staff.",2022,,,,,,NCT05423756,https://clinicaltrials.gov/study/NCT05423756,630,#32978,,"",""
Gut Microbiome Components Predict Response to Neoadjuvant Therapy in HER2-positive Breast Cancer Patients : A Prospective Study,"","In this study the characteristics and alterations of the gut microbiome during neoadjuvant therapy for HER2-positive breast cancer patients are studied, as well as the relation between the gut microbiome and probability of pCR.",2022,,,,,,NCT05444647,https://clinicaltrials.gov/study/NCT05444647,1028,#32979,,"",""
Evaluation of Clinical Efficacy and Pharmacological Mechanism of a Mixed Chinese Herbal Formula in Atopic Dermatitis Patients by Integrating Metabolomics and Pharmacokinetic Analysis,"","The aim of this study is to investigate the clinical therapeutic effects of a mixed Chinese herbal formula (CHF) in treating atopic dermatitis (AD) based on its effects on cytokine levels and immune cell counts. Th1/Th2/Th17/Th22-related cytokines will be assayed to determine the mechanisms of the anti-inflammatory and immunomodulatory effects of the mixed CHF in AD patients. The nature of the microbiome dysfunction underlying this disease will be explored. Investigators will also apply a metabolomics approach to reveal the plasma metabolites in AD patients of different TCM patterns as well as to monitor changes of plasma metabolome in AD patients under mixed CHF treatment, aiming to develop metabolic biosignatures for efficacy of mixed CHF in AD patients exhibiting specific TCM pattern. PK study will be conducted to exam blood concentration of the prescription in healthy volunteers and AD patients with good or poor drug response. The results will provide evidence for the precision treatment based on different TCM pattens of AD patients. Completion of this integrated project will provide innovative information for future clinical applications.",2022,,,,,,NCT05455060,https://clinicaltrials.gov/study/NCT05455060,1017,#32980,,"",""
Clinical Characteristics and Outcomes of Patients Admitted to Kenyan Critical Care Units During the COVID-19 Pandemic: a Multicenter Registry-based Observational Study,"","The Kenyan Critical Care Registry was started in December 2020 and currently involves 10 critical care units in 6 Hospitals. As an initial registry output, we aim to describe patient epidemiological characteristics, initial management and outcomes of critically ill patients in Kenya. This project will provide a much-needed source of clinico-demographic and outcomes data for participating Kenyan critical care units. It will also help to identify processes and outcomes which can be targeted by quality improvement projects, the impact of which can then be evaluated later using the registry.",2022,,,,,,NCT05456217,https://clinicaltrials.gov/study/NCT05456217,705,#32981,,"",""
Efficacy of Early Targeted Antibiotic Therapy in Patients With Sepsis and Septic Shock,"","The aim of this study is to assess the efficacy of early targeted antibiotic therapy in patients with sepsis and septic shock using the new biomarker Sirtuin 1 and PCR for bacterial resistance detection.The primary outcome is change in SOFA score (ΔSOFA) which will be calculated by subtracting the final SOFA score and sirtuin 1 level at 5 days from the corresponding initial value at enrollment.Secondary outcomes included mortality rates, ventilator free days and length of icu stay.",2022,,,,,,NCT05459389,https://clinicaltrials.gov/study/NCT05459389,696,#32982,,"",""
Doxycycline Host-directed Therapy to Improve Lung Function and Decrease Tissue Destruction in Pulmonary Tuberculosis: A Phase III Randomized Control Trial (Doxy-TB),"","Tuberculosis (TB) is a global pandemic that despite successful treatment and bacterial eradication can cause chronic ill health, such as pulmonary impairment after tuberculosis (PIAT) and cardiovascular disease (CVD). A recent Phase 2b double-blind randomised-controlled clinical trial shows that adjunctive doxycycline therapy is safe, accelerates resolution of inflammation, suppresses tissue damaging enzyme activity and decreases pulmonary cavity volume (1). We aim to determine if adjunctive doxycycline can reduce PIAT and improve cardiovascular outcomes in a fully powered Phase III trial of 8 weeks of adjunctive doxycycline alongside standard pulmonary TB (PTB) treatment.The investigators hypothesize that doxycycline inhibits tissue destruction in patients with PTB and thereby leads to improved lung function after treatment.Specific aims1. To assess improvement in lung function as measured by forced expiratory volume (FEV1) predicted in PTB patients given doxycycline versus placebo.2. To investigate whether doxycycline will hasten the resolution of pulmonary cavities measured by CT thorax3. To investigate whether doxycycline can suppress inflammatory markers including matrix metalloproteinases4. To investigate whether doxycycline can accelerate time to sputum conversion5. To evaluate the effect of doxycycline on cardiovascular outcomes such as the incidence of acute coronary syndrome (ACS) and pulmonary hypertension6. To investigate whether doxycycline improves TB drug concentrations in sputum and plasma.7. To assess the safety profile of doxycycline with concurrent standard anti-tuberculous treatment.",2022,,,,,,NCT05473520,https://clinicaltrials.gov/study/NCT05473520,1205,#32983,,"",""
Novel Approach to Improve Patient Care and Diarrheal Disease Research Using Mobile Technology in Haiti,"","Children in resource-limited settings who develop illness at night are often isolated from care, resulting in progression to an emergency. A telemedicine and medication delivery service (TMDS) is a viable healthcare delivery option to bridge the gap in nighttime care. This interrupted time series study (pre/post) will evaluate a digital clinical decision-support (dCDS) tool. The objective is to assess if the tool is associated with an improvement in guideline adherence by TMDS providers.",2022,,,,,,NCT05480930,https://clinicaltrials.gov/study/NCT05480930,789,#32984,,"",""
Impact of Chlorhexidine Bath on Healthcare-associated Infections Acquisitions in Intensive Care Units - A Cluster Randomized Trial,"",Cluster randomized controlled trial comparing two bathing strategies in critically ill patients. The intervention group will receive daily bathing with chlorhexidine. The control group will receive usual care.,2022,,,,,,NCT05485051,https://clinicaltrials.gov/study/NCT05485051,1033,#32985,,"",""
"Huashi Baidu Granule in the Treatment of Pediatric Patients With Mild Coronavirus Disease 2019: a Single-center, Open-label, Parallel-group Randomized Controlled Clinical Trial","","The investigators conducted a single-center, open-label, parallel-group randomized controlled trial to assess the efficacy and safety of a Chinese herb compound granule Huashi Baidu granule (HSBDG) in pediatric patients with laboratory-confirmed mild COVID-19. 108 recruited children (aged 3 to 18 years) with laboratory-confirmed mild COVID-19 were randomly allocated 2:1 to receive oral HSBDG for 5 consecutive days (intervention group) and to receive compound pholcodine oral solution for 5 consecutive days (control group). The negative conversion time of SARS-CoV-2 nucleic acid and symptom scores were recorded.",2022,,,,,,NCT05501288,https://clinicaltrials.gov/study/NCT05501288,883,#32986,,"",""
Impact of Non-surgical Periodontal Therapy in the Systemic and Clinical Conditions of Patients With Rheumatoid Arthritis: a 6-months Randomized Controlled Trial,"","Aim: A prospective randomized, controlled clinical trial comparing two groups of a cohort of Rheumatoid Arthritis (RA) patients with periodontal disease will be carried out to identify if the effect of non-surgical periodontal therapy is a predictor of remission/ low disease activity (LDA)-remission.Methods: 42 patients with RA and periodontitis from the RA Almenara cohort will be included (ACR 1987 and or ACR/EULAR 2010 criteria with more than 16 years old at diagnosis); those with <6 teeth, current infections, cancer or oral precancerous lesions, diabetics, Sjogren's syndrome, use of antibiotics or drugs associated with dry mouth and dental surgery, will be excluded. Periodontal Disease was defined by the presence of periodontitis stage 3 or 4 with at least 2 non-adjacent teeth with insertion loss >=5mm, probing depth >=5mm and bleeding on probing according with the 2018 periodontitis diagnostic criteria.Two RA patients groups will be follow up by monthly visits. Patients will be divided into two groups (intervention and no intervention treatment). PD treatment will be performed by a qualified periodontist. No intervention group will receive PD treatment after 6 month visit because ethical principles. Disease activity will be determined according with DAS 28index, Clinical Disease Activity Index (CDAI) and Simple Disease Activity Index (SDAI) scores, C-reactive protein (CRP), the erythrocyte sedimentation rate (ESR), and rheumatoid factor levels will be registered before and after PD treatment (baseline, 3 and 6 months visits), and the differences between the groups will be analyzed and compared. Periodontal parameters including probing depth (PD), clinical attachment loss, and sulcus bleeding index (SBI) will be correlated with the factor levels.",2022,,,,,,NCT05502601,https://clinicaltrials.gov/study/NCT05502601,1021,#32987,,"",""
Pilot Implementation of a Nighttime Telemedicine and Medication Delivery Service to Increase Access to Pre-emergency Pediatric Care in Ghana,"","Globally, leading causes of death among children one month to 5 years old are pneumonia, diarrheal disease and malaria which are treatable early in the disease-course with low-cost medications. However, these diseases can progress to emergencies when access to care is delayed. In response, a telemedicine and medication delivery service (TMDS) was designed to improve nighttime access to pediatric care and treatment. The TMDS will be implemented in three distinct Ghanaian community to evaluate the clinical safety, operational feasibility of implementing,and scalability of the service.",2022,,,,,,NCT05506683,https://clinicaltrials.gov/study/NCT05506683,802,#32988,,"",""
Effect of a Physical Training Program on Cerebral Hemodynamics in Patients With Metabolic-associated Fatty Liver Disease,"","Brief Summary Arterial stiffness and endothelial dysfunction present in metabolic associated fatty liver disease (MAFLD) confer increased cardiovascular risk, which represents the leading cause of mortality in this group of patients. Mechanisms involved in the cardiovascular complications of MAFLD have recently been found to also affect cerebral blood flow altering cerebral hemodynamics in MAFLD subjects. These alerations can be detected through transcranial Doppler, which measures markers of cerebrovascular vasoconstriction, which indicates cerebrovascular autoregulation.16 These abnormalities are related to vascular disease in MAFLD, which plays an essential role in ischemic stroke and cognitive impairment, which explains why MAFLD patients had lower scores on cognitive function tests.17 Nonetheless, there are no studies evaluating the effect of lifestyle interventions (specifically exercise) on cerebral hemodynamics in patients with MAFLD, however, it has been shown that in other pathologies that share pathophysiological similarities with NAFLD there are beneficial changes in this outcome. An example of the above is chronic heart failure and liver cirrhosis, where physical exercise attenuates the inflammatory cascade (decrease in IL6, IL8, IL12, TNFa), and decreases the activation of the renin-angiotensin system with a direct effect on endothelial function improvement. Our research group also documented that a 12-week physical training program acts on this mechanism and has a beneficial effect on cerebral hemodynamics evaluated by transcranial Doppler in patients with liver cirrhosis, which leads to an improvement in neuropsychometric tests.18 Improvement in the previously described pathways through a 16-week physical training program in MAFLD patients could potentially improve alterations in cerebral blood flow, cognitive function, endothelial function, body composition, and the degree of liver steatosis and fibrosis. This outcome has never been assessed in MAFLD patients undergoing exercise. In addition, although there are studies that demonstrate the impact of diet and exercise, most have evaluated these interventions individually, which represents a limitation when implementing them as a multidisciplinary intervention. Therefore, our hypothesis is that a 16-week physical training program will improve cerebral hemodynamic parameters in patients with metabolic-associated fatty liver compared to a control group without a physical training program. Detailed Description Hepatic steatosis associated with metabolic dysfunction, abbreviated as MAFLD (Metabolic Associated Fatty Liver Disease) is currently the most common liver disease and has become one of the main etiologies of chronic liver disease and hepatocellular carcinoma (HCC) in the western world, it is estimated that in a few years it will be the leading cause of liver cirrhosis1. MAFLD encompasses a broad spectrum of liver injury of varying severity ranging from simple steatosis to steatohepatitis (NASH). In principle, simple steatosis is the accumulation of lipids in more than 5% of hepatocytes, but it can progress in approximately 10-20% of subjects with simple steatosis to steatohepatitis which is defined as steatosis accompanied by cell ballooning, lobular inflammation, and fibrosis, and if this persists without treatment, up to 10-25% may progress to liver cirrhosis and/or hepatocellular carcinoma .2,3 Epidemiology MAFLD is a common disease worldwide and presents a significant burden on health systems. It is present in 6-25% of the world population. In Latin America, the prevalence ranges between 17% to 33%, while in Mexico the prevalence is 14-30% in the general population.4 MAFLD is more common in patients in their fifth decade of life, and there are groups at higher risk, such as subjects with Type 2 Diabetes Mellitus (DM2) and patients with dyslipidemia, where the frequency of the disease increases to 62% and 83% respectively.5 Due to the increasing trend of obesity, the incidence rate of NAFLD is expected to increase significantly in the coming decades; in fact, only 3-20% of patients with this pathology are not obese, so it is concluded that obesity is the most common clinical phenotype associated with MAFLD.4,5 MAFLD-associated complications Obesity has been linked not only to simple steatosis but also to advanced disease, i.e., NASH. As a consequence, in addition to increasing all-cause mortality, obesity appears to increase liver-specific mortality in patients with MAFLD, and due to the lack of approved pharmacological interventions to counteract the disease, targeting obesity is considered an option. essential for its management.6 In NAFLD, as in other metabolic disorders, there is low-grade inflammation that is mainly determined by the expansion of visceral adipose tissue, which produces proinflammatory cytokines (IL-1B, IL-6, and TNF-a) that cause both inflammation at the hepatic level through the portal route, as well as systemic inflammation with repercussions in different organs and tissues, including muscle, heart, and brain.7 These characteristics in combination with the release of pro-coagulant, pro-oxidant, and pro-fibrogenic factors represent a risk factor for endothelial dysfunction and vascular damage. Additionally, MAFLD is associated with an increase in components of the renin-angiotensin system, particularly angiotensin II, which may contribute to vascular damage by increasing oxidative stress and accelerating atherosclerosis7,8 The mechanisms described suggest that in MAFLD, vascular alterations and endothelial dysfunction, in addition to the known manifestations of cardiovascular risk, lead to incipient alterations in cerebral blood flow (microvascular) that contribute to cognitive deterioration and increase the risk of ischemic stroke. In fact, MAFLD is associated with ischemic stroke even after adjustment for other cardiovascular risk factors such as obesity, dyslipidemia, and type 2 DM.9,10 Pharmacological and non-pharmacological treatment in MAFLD There is no registered effective pharmacological treatment for MAFLD, but guidelines support the use of vitamin E in MAFLD subjects without type 2 diabetes, or pioglitazone in NASH patients, and four drugs (obeticholic acid, elafibranor, selonsertib, and cenicriviroc) have entered phase III of development.11 Due to the above, lifestyle modification to achieve weight reduction represents the first-line treatment for MAFLD and resolves hepatic steatosis and hepatic fibrosis.12 Loss of at least 7% of body weight is associated with improvement in steatosis, but greater weight loss (\>10%) is needed to reverse the histopathologic features of NASH, including fibrosis. In obese subjects a reduction of 1 kg/week is suggested and in morbid obesity 1.5-2.5 kg/week; Weight loss greater than these amounts is associated with adverse effects, such as an increased inflammatory state in these patients, and increased mobilization of intrahepatic fat, which is associated with worsening hepatic steatosis.12 Although nutritional management is the cornerstone of MAFLD treatment, physical activity should always be part of comprehensive management. Exercise intervention studies in MAFLD have shown that both aerobic and resistance exercise significantly decrease intrahepatic lipid content. In addition, there is evidence that exercise has a role in improving endothelial dysfunction in patients with MAFLD, which could have implications for the prevention of cardiovascular diseases. These benefits appear to be independent of exercise intensity and dose.13 The exact mechanisms by which exercise decreases intrahepatic lipid content are not fully understood. Some studies reported that the improvement is related to weight loss, while others reported an independent benefit.14 Several pathways could be involved in this improvement, such as decreasing insulin resistance, modifying de novo free fatty acid synthesis, and improving mitochondrial function. On the other hand, high-intensity interval training has recently been recognized as an exercise modality that demonstrated an improvement in liver stiffness (-16.8%), these benefits appear to be independent of weight loss.15 It is important to understand that the optimal exercise prescription will vary widely among patients, depending on their physical ability, personal preferences, and even their environment. Background Arterial stiffness and endothelial dysfunction present in metabolic associated fatty liver disease (MAFLD) confer increased cardiovascular risk, which represents the leading cause of mortality in this group of patients. Mechanisms involved in the cardiovascular complications of MAFLD have recently been found to also affect cerebral blood flow altering cerebral hemodynamics in MAFLD subjects. These alerations can be detected through transcranial Doppler, which measures the medial cerebral artery blood flow and estimates the pulsatile index (IP) and resistance (IR), markers of cerebrovascular vasoconstriction These alterations are detected by transcranial Doppler, which measures the blood flow velocity of the middle cerebral artery and estimates the pulsatility index (PI) and resistance index(RI), which are markers of cerebrovascular vasoconstriction; and the respiratory retention index (RRI), which indicates cerebrovascular autoregulation. These abnormalities are related to vascular disease in MAFLD, which plays an essential role in ischemic stroke and cognitive impairment, which explains why MAFLD patients had lower scores on cognitive function tests. Nonetheless, there are no studies evaluating the effect of lifestyle interventions (specifically exercise) on cerebral hemodynamics in patients with MAFLD, however, it has been shown that in other pathologies that share pathophysiological similarities with NAFLD there are beneficial changes in this outcome. An example of the above is chronic heart failure and liver cirrhosis, where physical exercise attenuates the inflammatory cascade (decrease in IL6, IL8, IL12, TNFa), and decreases the activation of the renin-angiotensin system with a direct effect on endothelial function improvement. A previous report showed that a 12-week physical training program acts on this mechanism and has a beneficial effect on cerebral hemodynamics evaluated by transcranial Doppler in patients with liver cirrhosis, which leads to an improvement in neuropsychometric tests. Therefore, improvement in the previously described pathways through a 16-week physical training program in MAFLD patients could potentially improve alterations in cerebral blood flow, cognitive function, endothelial function, body composition, and the degree of liver steatosis and fibrosis. This outcome has never been assessed in MAFLD patients undergoing exercise. In addition, although there are studies that demonstrate the impact of diet and exercise, most have evaluated these interventions individually, which represents a limitation when implementing them as a multidisciplinary intervention. Therefore a 16-week physical training program will decrease the pulsatility index and resistance index (cerebral hemodynamics parameters) in patients with metabolic-associated fatty liver compared to the control group without a physical training program. AIM To evaluate the effect of a 16-week physical training program on cerebral hemodynamics in patients with fatty liver disease associated with metabolic dysfunction. Specific objectives 1. To evaluate the effect of a 16-week physical training program compared to a control group on cerebral hemodynamics assessed by transcranial Doppler in patients with MAFLD. 2. To evaluate the effect of a physical training program for 16 weeks compared to a control group on the neuropsychometric function of patients with fatty liver disease associated with metabolic dysfunction. Secondary Objectives 1. To assess the effect of a physical training program for 16 weeks compared to a control group on endothelial function assessed by pulse rate testing in patients with MAFLD. 2. To evaluate the effect of a physical training program for 16 weeks compared to a control group on liver enzymes and the degree of liver steatosis and fibrosis evaluated by transient elastography in fatty liver disease associated with metabolic dysfunction. 3. To assess the effect of a physical training program for 16 weeks compared to a control group on the body composition of patients with MAFLD. Methodology Population and place of study Outpatients with MAFLD from the gastroenterology service of the Salvador Zubirán National Institute of Medical Sciences and Nutrition. Location Department of Gastroenterology, Department of Neurology and Metabolic Diseases Research Unit (UIEM), Salvador Zubirán National Institute of Medical Sciences and Nutrition. Sample size and sampling type n= 18 per group (2)= 36 (.20) = 36 (21 per group) It is necessary to include 21 patients in each group considering a 20% loss if it is desired to obtain an 80% chance of detecting a difference in the pulsatility/resistance index of the middle cerebral artery or more between the two treatment groups. Assignment of arms At baseline, patients will be randomized into two groups, using the block sequence of three. The groups are: * Control: Nutritional treatment with caloric restriction and mental exercise. * Intervention: Nutritional treatment with caloric restriction, mental exercise, and physical training program.",2022,,clinicaltrials.gov,,,,,https://www.embase.com/search/results?subaction=viewrecord&id=LNCT05520697&from=exporthttps://clinicaltrials.gov/study/NCT05520697,1731,#32989,,"",""
