Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Impact of an antimicrobial stewardship programme on antibiotic usage and resistance in a tertiary hospital in China.,"Zhang, Z-G; Chen, F; Ou, Y","WHAT IS KNOWN AND OBJECTIVE: Antimicrobial misuse has been commonly observed in China. This phenomenon can cause antibiotic resistance. This study was designed to evaluate the impact of an antimicrobial stewardship programme implemented in a tertiary hospital in China from 2011 to 2014., METHODS: The antimicrobial stewardship programme began in 2011. Data on the consumption of antibiotics and antimicrobial resistance between 2011 and 2014 were collected., RESULTS: Comparison of the 2011 data with those of 2014 showed that antibiotic defined daily doses/per 100 patient-days decreased from 92.5+/-2.8 to 35.8+/-1.2 (P<.01). The detection rate of the extended-spectrum beta-lactamase content of Escherichia coli (E. coli) and Klebsiella pneumoniae strains in 2014 was reduced. The resistance of E. coli and K. pneumonia to amikacin, gentamicin and ceftriaxone was significantly reduced (P<.01)., WHAT IS NEW AND CONCLUSION: Our study reports positive responses to antimicrobial control measures in a Chinese tertiary hospital. It elucidates that the antimicrobial programme including administrative management, especially information management, was effective in reducing antibiotic consumption and lessening antibiotic resistance. Copyright © 2017 John Wiley & Sons Ltd.",2017,/,Journal of clinical pharmacy and therapeutics,42,5,579-584,,https://dx.doi.org/10.1111/jcpt.12544,28485087,#11272,Zhang 2017,"",Not RCT
The impact of pharmacist intervention on prophylactic antibiotics use in orthopedic surgery at a hospital in China.,"Zhou, Hong; Liu, Lihong; Sun, Xiao; Wang, Huaguang; Yu, Xiaojia; Su, Ye; You, Zhaoyuan; An, Zhuoling","ABSTRACT: This study aimed to assess the impact of the pharmacist-led intervention on perioperative antibiotic prophylaxis by standardizing the cephalosporin intradermal skin test in the orthopedic department.A pre-and postintervention study was conducted among patients in the Orthopedics Department at the Beijing Chao-Yang Hospital in China. Use of intradermal skin test, perioperative antibacterial prophylaxis, and cost of care were compared between the preintervention population (admitted from 6/1/2018 to 8/31/2018) and postintervention population (admitted from 1/1/2019 to 3/31/2019). Logistic regression and generalized linear regression were used to assess the intervention impact.425 patients from the preintervention period and 448 patients from the postintervention period were included in the study. After the implementation of the pharmacist intervention program, there was a decrease in the utilization of intradermal skin tests, from 95.8% to 16.5% (P < .001). Patients were more likely to have cephalosporin as prophylactic antimicrobials (OR = 5.28, P < .001) after the implementation. The cost of antimicrobials was significantly reduced by $150.21 (P < .001) for each patient.Pharmacist-involved intervention can reduce the utilization of cephalosporins skin tests and decrease the prescription of unnecessary high-cost antimicrobials. Copyright © 2021 the Author(s). Published by Wolters Kluwer Health, Inc.",2021,/,Medicine,100,52,e28458,,https://dx.doi.org/10.1097/MD.0000000000028458,34967386,#11303,Zhou 2021,"",Not RCT
Optimizing Prophylactic Antibiotic Practice for Cardiothoracic Surgery by Pharmacists' Effects.,"Zhou, Ling; Ma, Jingjing; Gao, Jie; Chen, Shiqi; Bao, Jianan","Pharmacists' role may be ideal for improving rationality of drug prescribing practice. We aimed to study the impact of multifaceted pharmacist interventions on antibiotic prophylaxis in patients undergoing clean or clean-contaminated operations in cardiothoracic department. A pre-test-post-test quasiexperimental study was conducted in a cardiothoracic ward at a tertiary teaching hospital in Suzhou, China. Patients admitted to the ward were collected as baseline group (2011.7-2012.12) and intervention group (2013.7-2014.12), respectively. The criteria of prophylaxis antibiotic utilization were established on the basis of the published guidelines and official documents. During the intervention phase, a dedicated pharmacist was assigned and multifaceted interventions were implemented in the ward. Then we compared the differences in antibiotic utilization, bacterial resistance, clinical and economic outcomes between the 2 groups. Furthermore, patients were collected after the intervention (2015.1-2015.6) to evaluate the sustained effects of pharmacist interventions. 412 and 551 patients were included in the baseline and intervention groups, while 156 patients in postintervention group, respectively. Compared with baseline group, a significant increase was found in the proportion of antibiotic prophylaxis, the proportion of rational antibiotic selection, the proportion of suitable prophylactic antibiotic duration, and the proportion of suitable timing of administration of the first preoperative dose (P < 0.001). Meanwhile, a significant reduction was seen in the rate of unnecessary replacement of antibiotics and the rate of unnecessary combinations (P < 0.001). Besides, pharmacist intervention resulted in favorable outcomes with significantly decreased rates of surgical site infections, prophylactic antibiotic cost, and significantly shortened length of stay (P < 0.05). Furthermore, there were also significant decreases of the rates of antibiotic resistant enterobacter cloacae, klebsiella pneumonia, and staphylococcus aureus (P < 0.05). Moreover, the effects were sustained after discontinuation of the active interventions, as shown in prophylactic antibiotic utilization data. Pharmacist interventions in cardiothoracic surgery result in a high adherence to evidence-based treatment guidelines and a profound culture change in drug prescribing with favorable outcomes. The effects of pharmacist intervention are sustained and the role of pharmacists is emphasized for rational medication and optimal outcomes in clinical treatment.",2016,/,Medicine,95,9,e2753,,https://dx.doi.org/10.1097/MD.0000000000002753,26945362,#11307,Zhou 2016,"",Possible RCT
Impact of pharmacist intervention on antibiotic use and prophylactic antibiotic use in urology clean operations.,"Zhou, Y; Ma, L-Y; Zhao, X; Tian, S-H; Sun, L-Y; Cui, Y-M","WHAT IS KNOWN AND OBJECTIVE: The use of prophylactic antibiotics in clean operations was routine in China before 2011. Along with the appeal for using antibiotics rationally by WHO in 2011, China launched a national special rectification scheme on clinical use of antibiotics from April that year. The scheme, aimed at achieving rational use of antibiotics, made pharmacists part of the responsible medical team. Our objective was to describe the impacts of pharmacist intervention on the use of antibiotics, particularly in urology clean operations., METHODS: Pharmacists participated in antibiotic stewardship programmes of the hospital and urological clinical work and conducted real-time interventions at the same time from 2011 to 2013. Data on the use of antibiotics between 2010 and 2013 in urology were collected., RESULTS: Comparison of the 2013 data with those of 2010 showed that antibiotic use density [AUD= DDDs*100/(The number of patients who were treated the same period*Average days in hospital). DDDs = Total drug consumption (g)/DDD. DDD is the Defined Daily Dose] decreased by 57.8(58.8%); average antibiotic cost decreased by 246.94 dollars; the cost of antibiotics as a percentage of total drug cost decreased by 27.7%; the rate of use of antibiotics decreased from 100% to 7.3%., WHAT IS NEW AND CONCLUSION: The study illustrates how an antibiotic stewardship programme with pharmacist participation including real-time interventions can promote improved antibiotic-prescribing and significantly decrease costs. Copyright © 2015 John Wiley & Sons Ltd.",2015,/,Journal of clinical pharmacy and therapeutics,40,4,404-8,,https://dx.doi.org/10.1111/jcpt.12275,25913640,#11315,Zhou 2015,"",Not RCT
Promoting Antibiotic Stewardship and Implementation of Sepsis Pathway in the Emergency Department: A Quality Improvement Initiative.,"Zia, Iqra; Zaidi, Syeda Kisa Fatima","Introduction Sepsis is a preventable cause of mortality and presents challenges in triage and management. The Surviving Sepsis Campaign care bundles improve patient outcomes; however, non-compliance with guidelines, understaffing, and scarcity of training opportunities undermine care quality in resource-limited countries. We aimed to implement the sepsis hour-1 care bundle in the emergency department of a tertiary-care hospital in Pakistan and develop hospital antimicrobial guidelines. Methods The baseline assessment included a survey of knowledge and confidence in sepsis management and a retrospective audit of inpatient medical records. The inclusion criteria were age >= 18 years with a systemic inflammatory response score >= 2 or a National Early Warning Score >= 3. Improvement strategies included (a) educational intervention, (b) adult sepsis screening tool and sepsis 1-hour bundle checklist, and (c) recommendations for empirical antibiotics. These were implemented and assessed via Plan-Do-Study-Act (PDSA) cycles: (a) multi-tiered educational campaigns, (b) implementation of hospital protocols/guidelines, and (c) antimicrobial policy and sustainability. The process measures were hour-1 bundle components and the outcome measures were in-hospital mortality, ICU admission, length of hospital stay, and ICU stay. Results The baseline survey revealed that the majority of participants had formal training and felt confident in managing septic patients but none of the respondents had used a sepsis scoring system, and only 29.4% had used an hour-1 bundle previously. There was a sustained improvement in bundle compliance from 0% at baseline to 57.7% at PDSA-3. Inappreciable variation (p > 0.05) was reflected in the length of hospital and ICU stay and in-hospital mortality, whereas ICU admission decreased insignificantly (p > 0.05). The antimicrobial therapy practice, as per the guidelines, increased remarkably (p < 0.05). Conclusion Regular training and feedback are pivotal for practice change, yet integrating structured screening tools and bundled checklists into current workflows can significantly improve compliance. Copyright © 2023, Zia et al.",2023,/,Cureus,15,11,e49275,,https://dx.doi.org/10.7759/cureus.49275,38143597,#11335,Zia 2023,Santhosh Shivabasappa (2026-04-02 00:32:19)(Screen): Guideline adherence; ,Not RCT
Impact of an Antimicrobial Stewardship Program on Broad Spectrum Antibiotics Consumption in the Intensive Care Setting.,"Zirpe, Kapil Gangadhar; Kapse, Upendrakumar S; Gurav, Sushma Kirtikumar; Tiwari, Anand Mohanlal; Deshmukh, Abhijit Manikrao; Suryawanshi, Prasad Bhimrao; Bhoyar, Abhaya Pramodrao; Wankhede, Prajkta Prakash; Desai, Devashish; Suryawanshi, Rupali; John, Rebecca; Bhagat, Soniya","Background and objectives: Antibiotics are the most commonly exploited agents in intensive care units. An antimicrobial stewardship program (ASP) helps in the optimal utilization of antibiotics and prevents the development of antibiotic resistance. The aim of this study was to assess the impact of ASP on broad-spectrum antibiotic consumption in terms of defined daily dose (DDD) and days of therapy (DOT) before and after the implementation of an ASP., Materials and methods: It was a prospective, quasi-experimental, pre- and post-study. Group A consisted of 5 months of ASP data, ASP activities were implemented during the next 2 months and continued. Group B (post-ASP) data was collected for the next 5 months. Total and individual DDDs and DOTs of broad-spectrum antibiotics utilized were compared between group A and group B., Results: Total DDDs used per 100 patient bed days were reduced by 18.72% post-ASP implementation (103.46 to 84.09 grams). The total DOT per 100 patient bed days used was 90.91 vs 71.25 days (21.62% reduction). As per the WHO classification of antibiotics use, the watch category (43.4% vs 43.04%) as well as reserve category (56.6% vs 56.97%) used between the two groups were found similar. The average length of stay (8.9 +/- 2 days) after ASP was found significantly lesser than baseline (10.8 +/- 3.4 days) (p < 0.05), however, there was no significant change in mortality between the two groups., Conclusion: Antimicrobial stewardship program implementation may reduce overall antibiotic consumption both in terms of DDD and DOT., How to cite this article: Zirpe KG, Kapse US, Gurav SK, Tiwari AM, Deshmukh AM, Suryawanshi PB, et al. Impact of an Antimicrobial Stewardship Program on Broad Spectrum Antibiotics Consumption in the Intensive Care Setting. Indian J Crit Care Med 2023;27(10):737-742. Copyright © 2023; The Author(s).",2023,/,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",27,10,737-742,,https://dx.doi.org/10.5005/jp-journals-10071-24543,37908433,#11340,Zirpe 2023,"",Possible RCT
Sustained Improvement of Appropriateness in Surgical Antimicrobial Prophylaxis with the Application of Quality Control Circle.,"Zou, Jian; Zhong, Jia-Yun; Liu, Yan-Xin; Liu, Yu; Huang, Dan; Xu, Bian-Tiao; Li, Xi-Wen; Gong, Wen-Jun; Tao, Jia","Purpose: Quality control circle (QCC) has acquired success in many fields in healthcare industry as a process management tool, whereas its efficacy in surgical antimicrobial prophylaxis (SAP) remains unknown. This study aimed to implement QCC interventions to improve the appropriateness of SAP., Methods: A QCC activity team was established to grasp the current situation of SAP in clean surgery procedure, set target, formulate corresponding countermeasures and implement and review them in stages. The plan-do-check-act (PDCA) method was cyclically applied., Results: The appropriateness of antibiotic prophylaxis before (January to December 2020) and after (January to December 2021) the implementation of QCC activities were evaluated based on relevant international and Chinese SAP guidelines. The overall SAP appropriateness was significantly improved from 68.72% before QCC to 93.7% post QCC implementation (P<0.01). A significant improvement (P<0.05) was also determined for each category: selection (from 78.82% to 96.06%), duration (from 90.15% to 96.46%), indication (from 94.09% to 97.64%), timing of first dose (from 96.55% to 99.21%), antimicrobial usage (from 96.8% to 99.41%), re-dosing of antimicrobial (from 96.55% to 99.21%)., Conclusion: Implementation of a QCC program can optimize the use of antibiotics and improve the appropriateness of SAP and is of practical importance to their standardization. Copyright © 2023 Zou et al.",2023,/,Risk management and healthcare policy,16,101566264,347-356,,https://dx.doi.org/10.2147/RMHP.S398692,36923494,#11345,Zou 2023,Santhosh Shivabasappa (2026-04-02 00:33:29)(Screen): Guideline adherence; ,Possible RCT
Trends and correlation of antibacterial usage and bacterial resistance: time series analysis for antibacterial stewardship in a Chinese teaching hospital (2009-2013).,"Zou, Y M; Ma, Y; Liu, J H; Shi, J; Fan, T; Shan, Y Y; Yao, H P; Dong, Y L","The purpose of this investigation was to describe the effect of antibacterial stewardship and evaluate the trends and correlation of antibacterial resistance and usage from 2009 to 2013 in a tertiary-care teaching hospital in northwest China. Antibacterial usage was expressed as defined daily doses per 100 patients per day (DDDs/100 PDs). Hospital-wide population-level data and time series analysis were used to evaluate the trends and determine associations between antibacterial exposure and acquisition of resistance. Yearly consumption of overall antibacterials significantly decreased from 66.54 to 28.08 DDDs/100 PDs (beta = -10.504, p < 0.01). The resistant rates of the five most frequently isolated species (including Escherichia coli, Acinetobacter baumannii, Staphylococcus aureus, Pseudomonas aeruginosa, and Klebsiella pneumoniae) significantly decreased or remained stable, and none of them showed a statistically significant upward trend. The medical quality indicators got better or remained stable. Autoregressive integrated moving average (ARIMA) models demonstrated that the monthly resistance rate of P. aeruginosa to imipenem was strongly correlated with antipseudomonal carbapenems usage (beta = 34.94, p < 0.001), as did the correlation of P. aeruginosa to meropenem with antipseudomonal third-generation cephalosporins usage (beta = 32.76, p < 0.01) and K. pneumoniae to amikacin with aminoglycosides usage (beta = 22.01, p < 0.001). The decreased antibacterial use paralleled the improved bacterial resistance without deteriorating medical quality indicators during antimicrobial stewardship. It also suggests that optimum antibiotic use is necessary to alleviate the threat posed by resistant microorganisms at the hospital level.",2015,/,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,34,4,795-803,,https://dx.doi.org/10.1007/s10096-014-2293-6,25487131,#11350,Zou 2015,"",Not RCT
Strengthening Antimicrobial Stewardship Programs in Latin America Through Telementoring: Results From the TEACH PROA-ECHO Initiative.,"Quiros, Rodolfo Ernesto; Araujo, Javier Santiago; Macchi, Alejandra; Di Libero, Eugenia; Teruel, Miranda; Maldonado, Maria Fernanda; de Lima, Ana Carolina Barbosa; Zurawski, Andrea; Mera, Jorge","Background: Antimicrobial resistance (AMR) is a major global health threat, with a disproportionate impact on low- and middle-income countries. The TEACH PROA-ECHO (Telementoring, Equity & Advocacy Collaboration for Health through Antimicrobial Stewardship) initiative aimed to strengthen antimicrobial stewardship programs (ASPs) in Latin America using the ECHO telementoring model., Methods: From March to December 2024, 80 healthcare institutions from 10 Latin American countries participated in biweekly telementoring sessions focused on case-based learning guidance on stewardship interventions and collaborative problem-solving related to antimicrobial prescribing and surveillance. A validated self-assessment tool was used to categorize baseline ASP development and monitor progress over time. Learning activities were evaluated using Moore's framework, and participating teams identified local barriers and enablers for stewardship activities., Results: Of the 80 institutions, 73 (91%) completed the program. A total of 322 professionals were registered in the project, accounting for 2166 attendances. Moore's indicators showed high satisfaction (Net Promoter Score 79) and significant knowledge improvement after sessions (97.3% vs 81.4%; P < .0001). Mean ASP self-assessment scores increased from 53.1 to 64.0 (P < .0001). The proportion of institutions with intermediate or advanced ASP development rose from 56.2% to 83.6% (P < .001). Higher baseline scores were associated with for-profit institutions, ASP implementation longer than 5 years, and program continuity (lack of ASP interruptions in the last 5 years)., Conclusions: Telementoring is an effective and scalable approach to strengthening antimicrobial stewardship in Latin America. The TEACH PROA-ECHO model represents a valuable strategy to support national AMR action plans in resource-limited settings. Copyright © The Author(s) 2026. Published by Oxford University Press on behalf of Infectious Diseases Society of America.",2026,,Open forum infectious diseases,13,2,ofag034,,https://dx.doi.org/10.1093/ofid/ofag034,,#11517,Quiros 2026,"",Possible RCT
Economic and Epidemiological Impact of an Improvement Plan for the Decrease of Ventilator-Associated Pneumonia in a Tertiary Hospital in Mexico.,"Sosa-Hernandez, Oscar; Matias-Tellez, Bernardina; Silva-Lopez, Yefte Efrain; Alarcon-Hernandez, Veronica; Bello-Lopez, Juan Manuel; Cureno-Diaz, Monica Alethia; Lugo-Zamudio, Gustavo Esteban","INTRODUCTION: The objective of this work is to measure the economic and epidemiological impact of the implementation of a comprehensive quality improvement plan (CQIP) for the prevention and reduction of ventilator-associated pneumonia (VAP) in the adult intensive care unit in a Mexican hospital., MATERIALS AND METHODS: A cross-sectional, ambispective, comparative, analytical, observational study was conducted with epidemiological data on cases of health care-associated infections and with information from the Hospital Epidemiological Surveillance Unit from August 2017 to July 2018., RESULTS: Before to the implementation of the CQIP, there were a total of 26 VAPs, with a rate of 32.2 per 1000 ventilator-days. After the implementation of CQIP, there were 14 VAPs, with a rate of 23.4 per 1000 ventilator-days, with a 46.2% decrease in incidence (P = 0.02). Before the installation of the interventions, the expense was $4,471,073.80, with an average cost per case of $171,964.38. The total cost per bed-day in the adult intensive care unit was $331,280.00, and for hospitalization, the cost was $192,038.00; for the use of antimicrobials, an expense of $749,689.20 was calculated, and for the use of mechanical ventilation, the cost was $2,974,275.60. The percentage of decrease in the cost of VAP after CQIP implementation was 46.5%., CONCLUSIONS: The implementation of CQIP based on the risk evaluation factors of VAP resulted in their decrease, which is reflected in a patient safety and quality care improvement. Copyright © 2020 Wolters Kluwer Health, Inc. All rights reserved.",2021,,Journal of patient safety,17,8,e1889-e1893,,https://dx.doi.org/10.1097/PTS.0000000000000698,,#11545,Sosa-Hernandez 2021,"",Not RCT
Effects of a comprehensive antibiotic stewardship program on antibiotic prescribing for acute respiratory infections in rural facilities: a cluster randomized trial.,"Wei, Xiaolin; Zhuo, Chao; Hicks, Joseph P; Zhang, Zhitong; Wu, Shishi; Walley, John D; Zheng, Jinkun; Guo, Wei; Huang, Hongyu; Sullivan, Frank; Brown, Adalsteinn; Zhong, Nanshan","Antimicrobial resistance is driven by inappropriate use of antibiotics for acute respiratory infections (ARIs), which is a major challenge in primary care in low- and middle-income countries. Here we conducted a pragmatic, cluster randomized controlled trial in 34 township hospitals in two rural counties of Guangdong, China, to evaluate whether a digitally enabled stewardship program could reduce antibiotic prescribing. The intervention combined training and guidelines for doctors; concise, evidence-based guidelines embedded in the electronic medical record with point-of-care prompts; monthly prescribing peer review feedback for doctors; and patient education delivered through a smartphone app. Control is usual care with no inputs. During the 12-month implementation period (1 March 2020 to 28 February 2021), we analyzed 97,239 eligible consultations for ARIs. The primary outcome was whether a consultation resulted in any antibiotics being prescribed. This outcome was met: antibiotics were prescribed in 26% (14,521/54,799) of intervention consultations compared to 71% (30,340/42,440) of control consultations, yielding an adjusted risk difference of -39 percentage points (95% confidence interval: -47 to -29; P < 0.001). There was no evidence of increased harm, as 30-day hospitalization rates for respiratory illness or sepsis did not differ between groups (adjusted risk difference, 0.2 percentage points; 95% confidence interval: -0.3 to 0.6). A comprehensive stewardship program can substantially reduce inappropriate antibiotic prescribing for ARIs in rural primary care facilities in China without compromising patient safety. Trial registration: ISRCTN96892547 . Copyright © 2026. The Author(s), under exclusive licence to Springer Nature America, Inc.",2026,,Nature medicine,,"cg5, 9502015",,,https://dx.doi.org/10.1038/s41591-026-04222-y,,#11566,Wei 2026,"",Possible RCT
Antibiotic use in children before and after an e-learning intervention.,"Rosyady, Maulana; Karyanti, Mulya Rahma; Chozie, Novie Amelia","Background Antibiotic resistance is a global health threat. E-learning can be used to increase the knowledge of medical staff and the effectiveness of antibiotic use. Objective To evaluate the impact of e-learning intervention for pediatric doctors and residents on antibiotic use in pediatric patients. Methods This single-arm intervention study involved all pediatric doctors and residents from the Department of Child Health, Faculty of Medicine at Universitas Indonesia/Dr. Cipto Mangunkusumo Hospital (FMUI-CMH). Staff and residents underwent e-learning intervention on the topic of antimicrobial stewardship (AMS) via the E-learning Management System Universitas Indonesia (EMAS UI) website, followed by comparison of their pre- and post-intervention knowledge. The appropriate use of antibiotics pre-and post-intervention at October and December 2022, respectively, by was assessed by Gyssen's flowchart. Results A total of 135 (54.4%) antibiotic uses in the pre-intervention period and 170 (72.24%) in the post-intervention period were considered appropriate. A significantly greater proportion of subjects received appropriate antibiotic use after the intervention compared to before (95%CI 0.363 to 0.795; P=0.002). Forty-two out of 56 pediatricians and 119 out of 123 pediatric residents participated in the e-learning program. There was a significant improvement in knowledge levels between the pre- and postintervention periods among pediatricians, with more passing the post-intervention assessment compared to the pre-intervention assessment (1 vs. 29, respectively; P=0.001). Similarly, a significant increase was observed among pediatric residents (10 vs. 66, respectively; P=0.001). Conclusion There was a significant increase in appropriate antibiotic use in pediatric patients at CMH after pediatric doctors and residents underwent e-learning interventions.",2025,09/01/Sep2025,Paediatrica Indonesiana,65,5,373-381,189697998,10.14238/pi65.5.2025.373-81,189697998,#11629,Rosyady 2025,"",Possible RCT
The Effect of a Pharmacist-Led Educational Intervention on Rational Antibiotic Prescribing in an Outpatient Emergency Department.,"Salehi, Toktam; Ahmadinejad, Mehdi; Sarrafzadeh, Farhad; Dabaghzadeh, Fatemeh","Background: Educational interventions are effective methods for promoting knowledge and awareness among physicians to reduce irrational antibiotic prescriptions. Objectives: This study was designed to evaluate the effect of an educational intervention conducted by pharmacists on rational antibiotic prescribing in an outpatient emergency department (ED). Methods: This pre-post pilot intervention study was conducted in the outpatient ED of Shahid Bahonar Hospital, affiliated with Kerman University of Medical Sciences, Kerman, Iran, from February to June 2020. Non-random (convenience) sampling was used. All patients sent to the outpatient ED at triage who were prescribed antibiotics were included in this study. The preintervention phase was observational, during which a pharmacist assessed irrational antibiotic prescriptions over one month. Educational topics were determined based on the most common diagnoses related to irrational antibiotic prescriptions, in consultation with a clinical pharmacist and an infectious disease specialist. An educational video was then prepared and provided to the doctors prescribing antibiotics. Subsequently, the post-intervention phase was conducted in the same manner as the pre-intervention phase for one month. Results: During the pre-intervention phase, out of 314 prescriptions, 100 (31.85%) contained antibiotics. In the postintervention phase, among a total of 235 prescriptions, 100 (42.55%) contained antibiotics. The mean age of the patients was 36.65 ± 15.73 years in the first phase and 37.30 ± 15.71 years in the second phase. Analyses revealed that the educational intervention had a statistically significant effect on reducing irrational antibiotic prescribing with respect to indication (P = 0.0001), dose (P = 0.005), and duration (P = 0.0001). Conclusions: The pharmacists' educational intervention effectively reduced irrational antibiotic prescribing in the outpatient ED.",2025,03/01/Mar2025,Shiraz E Medical Journal,26,3,1-7,183767007,10.5812/semj-145353,183767007,#11697,Salehi 2025,"",Possible RCT
Impact of implementing a stewardship program in the pediatric population: cohort study in a quaternary hospital in Brazil.,"Araújo, Julienne Martins; Silva, Leonardo Nesse Henrique; Barreiro, Christine Tamar Vieira; Santos, Jose Marcos Sousa dos; Souza, Débora Bighinzoli; de Oliveira, Mariana Bruno Xavier; de Queiros Cunha, Palloma; Dias, Taiana Teixeira; Silva, Ricardo Felipe dos Santos; Silva, Natalia Chilinque Zambão da","Introduction: Strategies to mitigate the advance of antimicrobial resistance span actions in veterinary medicine, agriculture, and healthcare settings. Among these measures is the antimicrobial stewardship program aimed at the rational use of antimicrobials. The appropriate antimicrobial management program in pediatrics is a multidisciplinary initiative that results in the unnecessary use of antimicrobials, decreased resistance, treatment failure, reduced healthcare costs, and optimized diagnostic strategies. Objective: To describe satisfactory data on the reduction of DOT (Days of Therapy) and DDD (Defined Daily Dose) in two pediatric and neonatal intensive care units following the implementation of an antimicrobial stewardship program. Method: This is a longitudinal study of DOT and DDD reduction conducted in a quaternary hospital in Brazil after the implementation of the antimicrobial stewardship program in the pediatric and neonatal populations. Results: During the study period, there was a reduction of approximately 24% in the global DOT of antimicrobials in the studied units. Conclusion: The present work demonstrates that through a multidisciplinary methodology, it is possible to achieve a reduction in the unnecessary use of antimicrobials and provide safe care to the population.",2025,01/01/2025,Minas Gerais Medical Journal / Revista Médica de Minas Gerais,35,1,1-5,190607770,10.5935/2238-3182.2025e35106-en,190607770,#11721,Araújo 2025,"",Not RCT
Implementing an Infectious Disease and Antimicrobial Stewardship Program to Support the Treatment of Hospital-Acquired Infections in Conflict-Associated Casualties in Ukraine.,"Uren, Hailie D; Aliieva, Nataliia; Weinstein, Eric","Background/Introduction: Since the start of the full-scale military invasion of Ukraine by the Russian Federation in 2022, Ukrainian hospitals have been operating under surge capacity - working relentlessly to manage the tidal wave of war-wounded patients. Retrospective analysis of war-wounded casualty surgical admissions in a reconstructive hospital along the Trauma Pathway shows that 90% of casualties present with severe tissue and bone infections, due to sub-optimal surgical interventions, IPC measures and antibiotic usage in the Trauma Stabilization Points and secondary hospitals. Life-saving strategies predominately center around re-amputation with long durations of antibiotics, resulting in long length of hospital stay, excess morbidity and mortality, and delayed progression to rehabilitation. Objectives: To support the implementation and evaluation of an infectious disease and antimicrobial stewardship program in a surgical department in a reconstructive hospital along the Ukrainian Trauma Pathway Method/Description: An INGO supported the Ukrainian tertiary hospital to implement ""Antimicrobial stewardship programs in health-care facilities in low-and middle-income countries: a WHO practical toolkit"" Results/Outcomes: The following results were evaluated from March 2023 to September 2023: The average duration of antibiotics reduced from 5.18 days to 3.92 days The average cost of antibiotics per patient reduced from $31.2 to $19.33 USD and cost of surgical prophylaxis antibiotics per patient reduced from $4.87 to $3.17 USD Conclusion: Implementing an Antimicrobial Stewardship and Infectious Disease Program in a surgical department of a tertiary hospital could support the quicker movement of patients to rehabilitation, reduce cost to the health facility and support clinicians to more effectively treat war-wounded patients in a conflict zone.",,,Prehospital & Disaster Medicine,40,S1,s46-s47,185305996,10.1017/S1049023X25001281,1853059968918173,#11854,,"",Not RCT
Use of surgical antibiotic prophylaxis and the prevalence and risk factors associated with surgical site infection in a tertiary hospital in Malaysia.,"Zammari, Nur Farahiah; Abubakar, Usman; Che Alhadi, Shahidah; Khan, Faiz Ullah","Introduction: Surgical antibiotic prophylaxis (SAP) is effective in reducing surgical site infections (SSIs). However, inappropriate use of SAP increases the risk of SSIs and antibiotic resistance. Objectives: To evaluate the rate of compliance with timing and duration of SAP and to evaluate the prevalence and risk factors associated with SSIs. Method: This retrospective study was conducted among surgical patients in a tertiary hospital in Malaysia from June to August 2019. Patients' electronic medical records were reviewed for data collection and the data were analysed using both descriptive and inferential analyses. Results: This analysis included 127 surgical procedures in patients with a mean age of 43.4 ± 22.3 years and a male preponderance (64%). Only 37.8% received pre-operative SAP, with metronidazole (27.4%), amoxicillin-clavulanic acid (25.8%) and cefoperazone (22.6%) being the most common antibiotics. Overall, the timing of SAP was inappropriate in 92.1% of the procedures. Approximately 59% received SAP for more than 24 h. Those who received pre-operative antibiotics were less likely to receive SAP beyond 24 h (odds ratio (OR): 0.219; 95% confidence interval (CI) 0.082–0.588; p = 0.003). The prevalence of SSI was 16.5% and was associated with the length of hospital stay after surgery (OR: 1.144; 95 CI 1.035–1.265; p = 0.008) and duration of surgery (OR: 1.006; 95% CI 1.000–1.012; p = 0.038), but these significances disappeared in a multivariate analysis. Conclusion: Inappropriate use of SAP was observed including late administration and long duration of antibiotic use. The prevalence of SSIs is high and is associated with duration of surgery and length of hospital stay after surgery. Pre-operative SAP may reduce treatment duration. Antimicrobial stewardship intervention is recommended and infection control strategies should be strengthened.",2022,05/01/May2022,Drugs & Therapy Perspectives,38,5,235-242,157587688,10.1007/s40267-022-00914-w,1575876889308798,#12010,Zammari 2022,"",Not RCT
